FILE	 azimuth	 stim_type	 delta	 coherence	 bias	 bias_lower	 bias_upper	 thresh	 thresh_lower	 thresh_upper	 pct_correct	 num_reps	 norm_rev
m24c52r2.htb	90.000	2.000	0.000	60.000	0.225	-0.364	0.963	1.197	0.679	 NaN	0.889	8.000	AllTrials	
m24c52r2.htb	90.000	3.000	-4.000	18.000	-3.008	-4.740	-2.020	2.149	1.254	 NaN	0.698	8.000	AllTrials	
m24c52r2.htb	90.000	3.000	-4.000	60.000	2.495	1.427	3.467	1.264	0.494	 NaN	0.857	8.000	AllTrials	
m24c52r2.htb	90.000	3.000	0.000	18.000	-0.926	-2.555	0.264	3.266	1.821	5.601	0.760	8.000	AllTrials	
m24c52r2.htb	90.000	3.000	0.000	60.000	0.617	-0.182	1.645	1.916	1.182	 NaN	0.867	8.000	AllTrials	
m24c52r2.htb	90.000	3.000	4.000	18.000	1.215	0.525	2.279	1.459	0.777	 NaN	0.825	8.000	AllTrials	
m24c52r2.htb	90.000	3.000	4.000	60.000	-0.890	-1.235	-0.241	0.727	0.183	 NaN	0.825	8.000	AllTrials	
m24c56r2.htb	90.000	1.000	0.000	18.000	-3.995	-5.449	-3.066	2.761	2.098	 NaN	0.648	16.000	AllTrials	
m24c56r2.htb	90.000	2.000	0.000	18.000	-2.793	-4.941	-1.387	5.146	3.588	9.147	0.725	16.000	AllTrials	
m24c56r2.htb	90.000	2.000	0.000	60.000	-0.738	-1.520	-0.174	1.706	1.129	 NaN	0.828	16.000	AllTrials	
m24c56r2.htb	90.000	3.000	-4.000	18.000	-3.839	-5.038	-3.191	1.987	0.616	 NaN	0.647	16.000	AllTrials	
m24c56r2.htb	90.000	3.000	-4.000	60.000	1.457	1.156	1.822	0.760	0.415	 NaN	0.893	16.000	AllTrials	
m24c56r2.htb	90.000	3.000	0.000	18.000	-2.366	-3.288	-1.699	1.714	1.182	2.881	0.728	16.000	AllTrials	
m24c56r2.htb	90.000	3.000	0.000	60.000	-0.478	-1.050	-0.038	1.233	0.865	 NaN	0.821	16.000	AllTrials	
m24c56r2.htb	90.000	3.000	4.000	18.000	-1.011	-1.779	-0.439	1.533	0.941	2.945	0.831	16.000	AllTrials	
m24c56r2.htb	90.000	3.000	4.000	60.000	-1.924	-2.772	-1.352	1.071	0.317	2.082	0.741	16.000	AllTrials	
m24c38r2.htb	90.000	1.000	0.000	16.000	0.112	-0.991	1.151	3.952	2.964	6.157	0.750	20.000	AllTrials	
m24c38r2.htb	90.000	2.000	0.000	16.000	-1.797	-5.321	-0.118	8.050	4.894	13.893	0.657	20.000	AllTrials	
m24c38r2.htb	90.000	2.000	0.000	60.000	0.428	-0.226	1.079	2.004	1.308	3.285	0.850	20.000	AllTrials	
m24c38r2.htb	90.000	3.000	-4.000	16.000	-2.916	-3.967	-2.232	2.014	1.359	3.121	0.686	20.000	AllTrials	
m24c38r2.htb	90.000	3.000	-4.000	60.000	2.278	1.499	2.850	1.381	0.962	2.293	0.857	20.000	AllTrials	
m24c38r2.htb	90.000	3.000	0.000	16.000	-1.865	-3.143	-1.125	2.907	2.032	4.557	0.721	20.000	AllTrials	
m24c38r2.htb	90.000	3.000	0.000	60.000	0.676	0.205	1.120	1.082	0.666	1.841	0.893	20.000	AllTrials	
m24c38r2.htb	90.000	3.000	4.000	16.000	-0.728	-1.692	0.119	3.039	2.053	4.447	0.779	20.000	AllTrials	
m24c38r2.htb	90.000	3.000	4.000	60.000	-1.597	-2.526	-1.256	1.128	0.724	 NaN	0.771	20.000	AllTrials	
m19c0r106.htb	90.000	1.000	0.000	12.000	-0.364	-1.454	0.824	3.644	2.335	5.664	0.770	18.000	AllTrials	
m19c0r106.htb	90.000	2.000	0.000	12.000	1.182	0.353	2.056	2.609	1.687	3.987	0.817	18.000	AllTrials	
m19c0r106.htb	90.000	2.000	0.000	48.000	0.064	-0.386	0.435	1.001	0.678	1.626	0.905	18.000	AllTrials	
m19c0r106.htb	90.000	3.000	-12.000	12.000	0.674	-0.297	1.650	3.257	2.255	4.723	0.802	18.000	AllTrials	
m19c0r106.htb	90.000	3.000	-12.000	48.000	13.390	13.150	 NaN	2.139	0.520	 NaN	0.714	18.000	AllTrials	
m19c0r106.htb	90.000	3.000	0.000	12.000	2.317	1.433	3.823	3.293	2.256	5.142	0.810	18.000	AllTrials	
m19c0r106.htb	90.000	3.000	0.000	48.000	1.298	0.909	1.688	0.916	0.651	 NaN	0.905	18.000	AllTrials	
m19c0r106.htb	90.000	3.000	12.000	12.000	1.488	0.593	2.531	3.187	2.068	4.565	0.794	18.000	AllTrials	
m19c0r106.htb	90.000	3.000	12.000	48.000	-3.148	-3.915	-2.668	1.162	0.626	 NaN	0.667	18.000	AllTrials	
m19c0r106.htb	90.000	1.000	0.000	12.000	-0.364	-1.369	0.849	3.644	2.369	5.786	0.770	18.000	AllTrials	
m19c0r106.htb	90.000	2.000	0.000	12.000	1.182	0.388	2.084	2.609	1.705	3.963	0.817	18.000	AllTrials	
m19c0r106.htb	90.000	2.000	0.000	48.000	0.064	-0.418	0.421	1.001	0.604	1.573	0.905	18.000	AllTrials	
m19c0r106.htb	90.000	3.000	-12.000	12.000	0.674	-0.204	1.717	3.257	2.193	4.721	0.802	18.000	AllTrials	
m19c0r106.htb	90.000	3.000	-12.000	48.000	13.390	13.333	 NaN	2.139	0.520	 NaN	0.714	18.000	AllTrials	
m19c0r106.htb	90.000	3.000	0.000	12.000	2.317	1.423	3.820	3.293	2.214	4.876	0.810	18.000	AllTrials	
m19c0r106.htb	90.000	3.000	0.000	48.000	1.298	0.877	1.652	0.916	0.653	 NaN	0.905	18.000	AllTrials	
m19c0r106.htb	90.000	3.000	12.000	12.000	1.488	0.611	2.762	3.187	2.176	4.946	0.794	18.000	AllTrials	
m19c0r106.htb	90.000	3.000	12.000	48.000	-3.148	-3.915	-2.659	1.162	0.626	 NaN	0.667	18.000	AllTrials	
m5c0r1049.htb	90.000	1.000	0.000	24.000	-0.323	-0.962	0.113	1.262	0.852	 NaN	0.874	13.000	AllTrials	
m5c0r1049.htb	90.000	2.000	0.000	24.000	1.993	1.068	3.351	2.978	1.979	4.921	0.825	13.000	AllTrials	
m5c0r1049.htb	90.000	2.000	0.000	96.000	0.814	0.359	1.375	1.105	0.769	 NaN	0.925	13.000	AllTrials	
m5c0r1049.htb	90.000	3.000	-4.000	24.000	-0.347	-0.900	0.104	1.091	0.669	 NaN	0.864	13.000	AllTrials	
m5c0r1049.htb	90.000	3.000	-4.000	96.000	1.396	0.984	1.481	0.330	 NaN	0.476	0.901	13.000	AllTrials	
m5c0r1049.htb	90.000	3.000	0.000	24.000	0.772	0.268	1.301	1.112	0.704	 NaN	0.923	13.000	AllTrials	
m5c0r1049.htb	90.000	3.000	0.000	96.000	1.205	 NaN	1.275	0.315	0.293	0.293	0.934	13.000	AllTrials	
m5c0r1049.htb	90.000	3.000	4.000	24.000	3.113	 NaN	3.195	0.384	0.007	1.260	0.824	13.000	AllTrials	
m5c0r1049.htb	90.000	3.000	4.000	96.000	0.483	-0.084	0.827	0.861	0.550	 NaN	0.916	13.000	AllTrials	
m19c0r107.htb	90.000	1.000	0.000	24.000	-2.354	-4.597	-1.413	4.128	2.797	7.427	0.684	19.000	AllTrials	
m19c0r107.htb	90.000	2.000	0.000	24.000	0.616	0.047	1.274	1.743	1.207	 NaN	0.850	19.000	AllTrials	
m19c0r107.htb	90.000	2.000	0.000	48.000	-0.214	-0.683	0.102	0.951	0.606	1.456	0.902	19.000	AllTrials	
m19c0r107.htb	90.000	3.000	-12.000	24.000	3.292	2.538	4.076	1.919	1.105	2.982	0.805	19.000	AllTrials	
m19c0r107.htb	90.000	3.000	-12.000	48.000	13.825	13.752	 NaN	2.372	0.598	 NaN	0.714	19.000	AllTrials	
m19c0r107.htb	90.000	3.000	0.000	24.000	1.907	1.250	2.686	1.945	1.251	2.893	0.865	19.000	AllTrials	
m19c0r107.htb	90.000	3.000	0.000	48.000	0.835	0.304	1.370	1.494	0.968	2.889	0.902	19.000	AllTrials	
m19c0r107.htb	90.000	3.000	12.000	24.000	-1.720	-2.689	-1.012	2.501	1.767	4.008	0.797	19.000	AllTrials	
m19c0r107.htb	90.000	3.000	12.000	48.000	-3.237	-3.996	-2.752	1.190	0.240	 NaN	0.662	19.000	AllTrials	
m5c0r1050.htb	90.000	1.000	0.000	12.000	-0.812	-1.453	-0.276	1.451	0.937	 NaN	0.849	17.000	AllTrials	
m5c0r1050.htb	90.000	2.000	0.000	12.000	5.782	3.922	8.497	4.978	3.439	8.490	0.723	17.000	AllTrials	
m5c0r1050.htb	90.000	2.000	0.000	24.000	3.046	2.168	4.186	2.203	1.087	3.370	0.824	17.000	AllTrials	
m5c0r1050.htb	90.000	3.000	-4.000	12.000	-0.914	-1.521	-0.486	1.154	0.835	 NaN	0.815	17.000	AllTrials	
m5c0r1050.htb	90.000	3.000	-4.000	24.000	0.536	0.078	0.843	0.741	0.445	1.294	0.941	17.000	AllTrials	
m5c0r1050.htb	90.000	3.000	0.000	12.000	0.821	0.309	1.346	1.178	0.751	 NaN	0.866	17.000	AllTrials	
m5c0r1050.htb	90.000	3.000	0.000	24.000	1.953	1.190	2.778	2.008	1.413	3.363	0.840	17.000	AllTrials	
m5c0r1050.htb	90.000	3.000	4.000	12.000	2.868	2.118	3.284	1.008	0.433	 NaN	0.824	17.000	AllTrials	
m5c0r1050.htb	90.000	3.000	4.000	24.000	3.182	2.392	3.488	1.182	0.423	 NaN	0.807	17.000	AllTrials	
m7c0r229.htb	90.000	2.000	0.000	80.000	0.380	-0.369	1.266	2.639	1.697	4.249	0.736	10.000	AllTrials	
m5c0r1051.htb	90.000	1.000	0.000	48.000	-0.510	-1.214	-0.011	1.803	1.237	3.261	0.843	20.000	AllTrials	
m5c0r1051.htb	90.000	2.000	0.000	48.000	0.909	0.558	1.225	0.816	0.577	 NaN	0.929	20.000	AllTrials	
m5c0r1051.htb	90.000	2.000	0.000	96.000	0.290	-0.136	0.625	0.993	0.689	1.579	0.914	20.000	AllTrials	
m5c0r1051.htb	90.000	3.000	-4.000	48.000	-0.334	-0.927	0.068	1.397	1.051	 NaN	0.836	20.000	AllTrials	
m5c0r1051.htb	90.000	3.000	-4.000	96.000	0.846	0.470	1.158	0.659	0.219	1.349	0.936	20.000	AllTrials	
m5c0r1051.htb	90.000	3.000	0.000	48.000	0.140	-0.360	0.623	1.516	1.139	 NaN	0.850	20.000	AllTrials	
m5c0r1051.htb	90.000	3.000	0.000	96.000	0.751	0.362	1.206	1.020	0.689	 NaN	0.907	20.000	AllTrials	
m5c0r1051.htb	90.000	3.000	4.000	48.000	1.476	1.013	2.083	1.134	0.687	 NaN	0.864	20.000	AllTrials	
m5c0r1051.htb	90.000	3.000	4.000	96.000	-0.129	-0.611	0.331	1.332	0.992	 NaN	0.857	20.000	AllTrials	
m13c0r722b.htb	90.000	1.000	0.000	20.000	-0.389	-1.150	0.227	2.502	1.699	3.631	0.764	20.000	AllTrials	
m13c0r722b.htb	90.000	2.000	0.000	20.000	2.301	1.416	3.701	2.059	0.879	3.606	0.779	20.000	AllTrials	
m13c0r722b.htb	90.000	2.000	0.000	70.000	1.266	0.798	1.785	1.139	0.770	1.814	0.850	20.000	AllTrials	
m13c0r722b.htb	90.000	3.000	-3.000	20.000	-0.317	-0.964	0.349	2.345	1.594	3.429	0.736	20.000	AllTrials	
m13c0r722b.htb	90.000	3.000	-3.000	70.000	0.569	0.118	1.145	1.623	1.071	2.595	0.836	20.000	AllTrials	
m13c0r722b.htb	90.000	3.000	0.000	20.000	0.951	0.186	1.792	2.293	1.423	3.921	0.800	20.000	AllTrials	
m13c0r722b.htb	90.000	3.000	0.000	70.000	0.775	0.330	1.189	1.317	0.957	2.159	0.857	20.000	AllTrials	
m13c0r722b.htb	90.000	3.000	3.000	20.000	2.703	2.007	3.993	2.212	1.541	3.521	0.779	20.000	AllTrials	
m13c0r722b.htb	90.000	3.000	3.000	70.000	0.496	0.221	0.829	0.622	0.364	1.257	0.900	20.000	AllTrials	
m13c0r723.htb	90.000	1.000	0.000	20.000	-1.449	-2.219	-0.885	1.836	1.119	2.870	0.729	20.000	AllTrials	
m13c0r723.htb	90.000	2.000	0.000	20.000	0.902	0.285	1.651	2.466	1.664	3.591	0.800	20.000	AllTrials	
m13c0r723.htb	90.000	2.000	0.000	70.000	0.806	0.459	1.292	1.070	0.695	1.742	0.843	20.000	AllTrials	
m13c0r723.htb	90.000	3.000	-3.000	20.000	-1.007	-1.744	-0.362	2.475	1.698	3.503	0.779	20.000	AllTrials	
m13c0r723.htb	90.000	3.000	-3.000	70.000	0.709	0.289	1.150	1.338	0.941	2.346	0.850	20.000	AllTrials	
m13c0r723.htb	90.000	3.000	0.000	20.000	0.512	-0.009	1.083	1.897	1.220	2.918	0.786	20.000	AllTrials	
m13c0r723.htb	90.000	3.000	0.000	70.000	0.786	0.372	1.232	1.149	0.786	1.886	0.879	20.000	AllTrials	
m13c0r723.htb	90.000	3.000	3.000	20.000	1.317	0.747	2.120	2.248	1.458	3.279	0.757	20.000	AllTrials	
m13c0r723.htb	90.000	3.000	3.000	70.000	0.191	-0.118	0.475	0.861	0.625	 NaN	0.871	20.000	AllTrials	
m13c0r724.htb	90.000	1.000	0.000	20.000	0.264	-0.455	1.072	2.993	2.155	4.487	0.756	20.000	AllTrials	
m13c0r724.htb	90.000	2.000	0.000	20.000	0.010	-1.042	1.610	4.840	2.899	8.154	0.696	20.000	AllTrials	
m13c0r724.htb	90.000	2.000	0.000	70.000	0.142	-0.239	0.546	1.295	0.838	2.006	0.823	20.000	AllTrials	
m13c0r724.htb	90.000	3.000	-3.000	20.000	-0.600	-1.321	-0.067	2.174	1.463	3.166	0.746	20.000	AllTrials	
m13c0r724.htb	90.000	3.000	-3.000	70.000	0.053	-0.525	0.563	1.823	1.190	2.840	0.793	20.000	AllTrials	
m13c0r724.htb	90.000	3.000	0.000	20.000	0.489	-0.099	1.237	2.500	1.701	3.725	0.806	20.000	AllTrials	
m13c0r724.htb	90.000	3.000	0.000	70.000	0.874	0.355	1.407	1.604	1.139	2.715	0.833	20.000	AllTrials	
m13c0r724.htb	90.000	3.000	3.000	20.000	1.702	0.984	2.827	3.125	2.338	4.977	0.755	20.000	AllTrials	
m13c0r724.htb	90.000	3.000	3.000	70.000	0.651	0.134	1.134	1.549	1.046	2.578	0.815	20.000	AllTrials	
m13c0r725.htb	90.000	1.000	0.000	20.000	-0.386	-0.920	0.165	2.035	1.361	3.037	0.818	22.000	AllTrials	
m13c0r725.htb	90.000	2.000	0.000	20.000	-2.182	-4.123	-0.176	8.055	5.314	15.455	0.624	22.000	AllTrials	
m13c0r725.htb	90.000	2.000	0.000	70.000	-0.145	-0.592	0.294	1.532	0.975	2.448	0.838	22.000	AllTrials	
m13c0r725.htb	90.000	3.000	-3.000	20.000	-1.164	-1.888	-0.639	2.008	1.375	2.955	0.766	22.000	AllTrials	
m13c0r725.htb	90.000	3.000	-3.000	70.000	-0.329	-0.786	0.046	1.373	0.885	2.268	0.818	22.000	AllTrials	
m13c0r725.htb	90.000	3.000	0.000	20.000	-0.022	-0.489	0.416	1.602	1.029	2.523	0.838	22.000	AllTrials	
m13c0r725.htb	90.000	3.000	0.000	70.000	0.339	-0.068	0.727	1.303	0.869	2.181	0.844	22.000	AllTrials	
m13c0r725.htb	90.000	3.000	3.000	20.000	1.376	0.808	2.079	2.002	1.334	2.968	0.825	22.000	AllTrials	
m13c0r725.htb	90.000	3.000	3.000	70.000	0.768	0.397	1.150	1.064	0.730	1.743	0.857	22.000	AllTrials	
m5c0r1052.htb	90.000	1.000	0.000	12.000	-0.788	-1.290	-0.304	1.151	0.704	1.976	0.842	19.000	AllTrials	
m5c0r1052.htb	90.000	2.000	0.000	12.000	0.635	-1.298	2.801	7.540	5.476	 NaN	0.669	19.000	AllTrials	
m5c0r1052.htb	90.000	2.000	0.000	96.000	-0.523	-1.004	-0.165	1.075	0.724	1.770	0.857	19.000	AllTrials	
m5c0r1052.htb	90.000	3.000	-4.000	12.000	-1.669	 NaN	-1.300	0.831	0.514	 NaN	0.752	19.000	AllTrials	
m5c0r1052.htb	90.000	3.000	-4.000	96.000	0.505	0.105	0.822	0.812	0.536	1.291	0.925	19.000	AllTrials	
m5c0r1052.htb	90.000	3.000	0.000	12.000	0.457	0.036	0.911	1.174	0.850	 NaN	0.887	19.000	AllTrials	
m5c0r1052.htb	90.000	3.000	0.000	96.000	0.162	0.009	0.239	0.261	0.156	0.549	0.955	19.000	AllTrials	
m5c0r1052.htb	90.000	3.000	4.000	12.000	1.993	1.262	2.551	1.132	0.415	1.875	0.880	19.000	AllTrials	
m5c0r1052.htb	90.000	3.000	4.000	96.000	-0.007	-0.477	0.450	1.302	0.980	 NaN	0.880	19.000	AllTrials	
m5c0r1053.htb	90.000	1.000	0.000	24.000	-0.194	-0.730	0.221	1.326	1.007	 NaN	0.857	17.000	AllTrials	
m5c0r1053.htb	90.000	2.000	0.000	24.000	1.163	0.262	2.422	3.421	2.249	5.067	0.807	17.000	AllTrials	
m5c0r1053.htb	90.000	2.000	0.000	48.000	-0.478	-0.897	-0.068	0.945	0.595	1.719	0.857	17.000	AllTrials	
m5c0r1053.htb	90.000	3.000	-4.000	24.000	-0.732	-1.499	-0.226	1.666	1.131	 NaN	0.807	17.000	AllTrials	
m5c0r1053.htb	90.000	3.000	-4.000	48.000	0.102	-0.110	0.229	0.247	 NaN	0.334	0.941	17.000	AllTrials	
m5c0r1053.htb	90.000	3.000	0.000	24.000	1.264	1.111	1.346	0.267	 NaN	0.343	0.924	17.000	AllTrials	
m5c0r1053.htb	90.000	3.000	0.000	48.000	1.262	0.908	1.575	0.774	0.342	 NaN	0.916	17.000	AllTrials	
m5c0r1053.htb	90.000	3.000	4.000	24.000	2.287	1.569	3.033	1.161	0.734	2.182	0.849	17.000	AllTrials	
m5c0r1053.htb	90.000	3.000	4.000	48.000	1.563	1.230	2.234	0.851	0.386	 NaN	0.891	17.000	AllTrials	
m5c0r1054.htb	90.000	1.000	0.000	48.000	-0.041	-0.568	0.507	1.337	0.958	 NaN	0.867	15.000	AllTrials	
m5c0r1054.htb	90.000	2.000	0.000	48.000	-0.133	-0.721	0.359	1.390	1.039	 NaN	0.876	15.000	AllTrials	
m5c0r1054.htb	90.000	2.000	0.000	96.000	-0.886	-1.361	-0.533	0.763	0.340	 NaN	0.829	15.000	AllTrials	
m5c0r1054.htb	90.000	3.000	-4.000	48.000	-0.137	-0.699	0.271	1.211	0.807	 NaN	0.876	15.000	AllTrials	
m5c0r1054.htb	90.000	3.000	-4.000	96.000	1.125	0.640	1.419	0.893	0.289	 NaN	0.914	15.000	AllTrials	
m5c0r1054.htb	90.000	3.000	0.000	48.000	1.171	0.542	1.291	0.261	0.070	0.842	0.933	15.000	AllTrials	
m5c0r1054.htb	90.000	3.000	0.000	96.000	0.591	0.099	1.160	1.201	0.829	 NaN	0.895	15.000	AllTrials	
m5c0r1054.htb	90.000	3.000	4.000	48.000	1.675	1.135	2.319	1.133	0.544	 NaN	0.895	15.000	AllTrials	
m5c0r1054.htb	90.000	3.000	4.000	96.000	0.267	-0.131	0.579	0.797	0.279	1.396	0.943	15.000	AllTrials	
m5c0r1055.htb	90.000	1.000	0.000	24.000	-0.165	-0.611	0.174	0.978	0.615	1.498	0.913	18.000	AllTrials	
m5c0r1055.htb	90.000	2.000	0.000	24.000	0.110	-0.868	1.006	3.132	2.122	4.573	0.810	18.000	AllTrials	
m5c0r1055.htb	90.000	2.000	0.000	96.000	-1.330	-2.135	-0.846	1.446	0.869	2.359	0.786	18.000	AllTrials	
m5c0r1055.htb	90.000	3.000	-2.000	24.000	-0.150	-0.610	0.282	1.110	0.780	 NaN	0.881	18.000	AllTrials	
m5c0r1055.htb	90.000	3.000	-2.000	96.000	0.214	0.181	0.181	0.279	0.273	0.273	0.968	18.000	AllTrials	
m5c0r1055.htb	90.000	3.000	0.000	24.000	0.362	-0.140	0.795	1.296	0.943	 NaN	0.905	18.000	AllTrials	
m5c0r1055.htb	90.000	3.000	0.000	96.000	0.293	-0.050	0.701	0.905	0.551	1.451	0.921	18.000	AllTrials	
m5c0r1055.htb	90.000	3.000	2.000	24.000	1.081	0.620	1.498	1.085	0.746	 NaN	0.897	18.000	AllTrials	
m5c0r1055.htb	90.000	3.000	2.000	96.000	-0.047	-0.413	0.294	0.763	0.251	1.220	0.929	18.000	AllTrials	
m5c0r1056.htb	90.000	1.000	0.000	12.000	-0.144	-0.697	0.325	1.564	1.190	 NaN	0.864	22.000	AllTrials	
m5c0r1056.htb	90.000	2.000	0.000	12.000	1.894	0.581	3.447	5.038	3.530	7.796	0.727	22.000	AllTrials	
m5c0r1056.htb	90.000	2.000	0.000	48.000	-0.298	-0.812	0.100	1.158	0.790	1.978	0.877	22.000	AllTrials	
m5c0r1056.htb	90.000	3.000	-2.000	12.000	-0.668	-1.216	-0.354	1.096	0.765	 NaN	0.844	22.000	AllTrials	
m5c0r1056.htb	90.000	3.000	-2.000	48.000	0.075	-0.221	0.399	0.826	0.545	1.308	0.909	22.000	AllTrials	
m5c0r1056.htb	90.000	3.000	0.000	12.000	0.190	-0.267	0.702	1.497	1.158	 NaN	0.870	22.000	AllTrials	
m5c0r1056.htb	90.000	3.000	0.000	48.000	0.169	-0.187	0.474	0.810	0.314	1.335	0.922	22.000	AllTrials	
m5c0r1056.htb	90.000	3.000	2.000	12.000	1.702	1.216	2.262	1.197	0.804	 NaN	0.903	22.000	AllTrials	
m5c0r1056.htb	90.000	3.000	2.000	48.000	0.560	0.187	0.827	0.716	0.500	1.211	0.942	22.000	AllTrials	
m5c0r1057.htb	90.000	1.000	0.000	12.000	-0.154	-0.608	0.249	1.156	0.816	1.865	0.893	20.000	AllTrials	
m5c0r1057.htb	90.000	2.000	0.000	12.000	1.627	0.611	3.519	4.815	3.725	 NaN	0.693	20.000	AllTrials	
m5c0r1057.htb	90.000	2.000	0.000	96.000	-0.869	-1.415	-0.539	1.087	0.802	 NaN	0.836	20.000	AllTrials	
m5c0r1057.htb	90.000	3.000	-2.000	12.000	-0.613	-1.140	-0.177	1.345	0.977	 NaN	0.821	20.000	AllTrials	
m5c0r1057.htb	90.000	3.000	-2.000	96.000	0.394	0.030	0.709	0.847	0.523	1.308	0.914	20.000	AllTrials	
m5c0r1057.htb	90.000	3.000	0.000	12.000	0.321	-0.055	0.639	0.897	0.573	1.403	0.921	20.000	AllTrials	
m5c0r1057.htb	90.000	3.000	0.000	96.000	0.063	-0.326	0.365	0.837	0.327	1.294	0.900	20.000	AllTrials	
m5c0r1057.htb	90.000	3.000	2.000	12.000	1.645	1.123	2.153	1.159	0.780	 NaN	0.886	20.000	AllTrials	
m5c0r1057.htb	90.000	3.000	2.000	96.000	-0.369	-0.767	-0.042	0.888	0.589	1.398	0.871	20.000	AllTrials	
m5c0r1058.htb	90.000	1.000	0.000	24.000	-0.213	-0.773	0.230	1.487	1.116	 NaN	0.850	20.000	AllTrials	
m5c0r1058.htb	90.000	2.000	0.000	24.000	1.340	0.682	2.057	1.841	1.177	2.952	0.836	20.000	AllTrials	
m5c0r1058.htb	90.000	2.000	0.000	48.000	-0.306	-0.720	0.078	1.094	0.807	 NaN	0.864	20.000	AllTrials	
m5c0r1058.htb	90.000	3.000	-2.000	24.000	0.063	-0.408	0.510	1.361	1.060	 NaN	0.871	20.000	AllTrials	
m5c0r1058.htb	90.000	3.000	-2.000	48.000	0.273	-0.025	0.617	0.794	0.265	1.231	0.914	20.000	AllTrials	
m5c0r1058.htb	90.000	3.000	0.000	24.000	0.884	0.472	1.348	1.128	0.766	 NaN	0.907	20.000	AllTrials	
m5c0r1058.htb	90.000	3.000	0.000	48.000	0.539	0.172	0.788	0.673	0.465	1.089	0.950	20.000	AllTrials	
m5c0r1058.htb	90.000	3.000	2.000	24.000	1.506	0.903	2.181	1.701	1.039	2.467	0.850	20.000	AllTrials	
m5c0r1058.htb	90.000	3.000	2.000	48.000	1.304	0.749	1.927	1.474	0.901	2.346	0.879	20.000	AllTrials	
m5c0r1059.htb	90.000	1.000	0.000	12.000	0.163	-0.308	0.563	1.219	0.860	1.977	0.913	18.000	AllTrials	
m5c0r1059.htb	90.000	2.000	0.000	12.000	2.490	1.463	4.039	3.784	2.698	6.082	0.794	18.000	AllTrials	
m5c0r1059.htb	90.000	2.000	0.000	24.000	-0.023	-0.503	0.428	1.232	0.911	 NaN	0.897	18.000	AllTrials	
m5c0r1059.htb	90.000	3.000	-2.000	12.000	-0.352	-0.813	0.013	1.026	0.677	 NaN	0.881	18.000	AllTrials	
m5c0r1059.htb	90.000	3.000	-2.000	24.000	-0.231	-0.737	0.240	1.296	0.963	 NaN	0.873	18.000	AllTrials	
m5c0r1059.htb	90.000	3.000	0.000	12.000	0.021	-0.404	0.323	0.869	0.428	1.412	0.889	18.000	AllTrials	
m5c0r1059.htb	90.000	3.000	0.000	24.000	0.126	-0.390	0.638	1.236	0.867	2.279	0.873	18.000	AllTrials	
m5c0r1059.htb	90.000	3.000	2.000	12.000	1.172	0.618	1.786	1.480	0.882	2.499	0.881	18.000	AllTrials	
m5c0r1059.htb	90.000	3.000	2.000	24.000	1.235	1.053	1.350	0.244	0.115	0.600	0.921	18.000	AllTrials	
m5c0r1060.htb	90.000	1.000	0.000	48.000	0.606	0.165	1.045	0.951	0.597	1.904	0.929	18.000	AllTrials	
m5c0r1060.htb	90.000	2.000	0.000	48.000	-0.348	-1.126	0.349	2.193	1.401	3.605	0.841	18.000	AllTrials	
m5c0r1060.htb	90.000	2.000	0.000	96.000	-1.388	 NaN	-1.375	0.255	0.168	 NaN	0.746	18.000	AllTrials	
m5c0r1060.htb	90.000	3.000	-2.000	48.000	-0.126	-0.577	0.230	0.999	0.626	1.566	0.881	18.000	AllTrials	
m5c0r1060.htb	90.000	3.000	-2.000	96.000	0.196	-0.083	0.545	0.627	0.241	 NaN	0.937	18.000	AllTrials	
m5c0r1060.htb	90.000	3.000	0.000	48.000	0.462	-0.027	1.010	1.499	1.088	 NaN	0.881	18.000	AllTrials	
m5c0r1060.htb	90.000	3.000	0.000	96.000	0.079	-0.313	0.428	0.883	0.354	1.404	0.905	18.000	AllTrials	
m5c0r1060.htb	90.000	3.000	2.000	48.000	0.868	0.454	1.230	0.826	0.561	 NaN	0.929	18.000	AllTrials	
m5c0r1060.htb	90.000	3.000	2.000	96.000	-0.169	-0.567	0.105	0.767	0.420	 NaN	0.905	18.000	AllTrials	
m5c0r1061.htb	90.000	1.000	0.000	24.000	0.558	0.133	0.977	1.168	0.844	 NaN	0.891	21.000	AllTrials	
m5c0r1061.htb	90.000	2.000	0.000	24.000	1.178	0.400	2.135	3.161	2.170	4.409	0.823	21.000	AllTrials	
m5c0r1061.htb	90.000	2.000	0.000	96.000	-1.157	-1.715	-0.839	0.940	0.619	 NaN	0.796	21.000	AllTrials	
m5c0r1061.htb	90.000	3.000	-2.000	24.000	0.151	-0.282	0.602	1.300	0.990	 NaN	0.891	21.000	AllTrials	
m5c0r1061.htb	90.000	3.000	-2.000	96.000	0.538	0.002	0.689	0.535	0.250	1.024	0.966	21.000	AllTrials	
m5c0r1061.htb	90.000	3.000	0.000	24.000	0.947	0.596	1.373	1.042	0.700	 NaN	0.905	21.000	AllTrials	
m5c0r1061.htb	90.000	3.000	0.000	96.000	0.698	0.323	1.087	0.989	0.676	 NaN	0.932	21.000	AllTrials	
m5c0r1061.htb	90.000	3.000	2.000	24.000	2.110	1.427	2.548	1.009	0.450	1.625	0.878	21.000	AllTrials	
m5c0r1061.htb	90.000	3.000	2.000	96.000	0.430	0.029	0.820	1.115	0.780	1.802	0.891	21.000	AllTrials	
