FILE	         Coher	 repet	 Ve_P_u	 Vi_P_u	 co_P_u	 Ve_P_thr	 vi_P_th	 Co_P_thr	 Ve_N_u	 Vi_N_u	 co_N_u	 Ve_N_thr	 vi_N_th	 Co_N_thr	 Ves_CP	 Vis_CP	 Com_CP	 Ves_p	 Vis_p	 Com_p	 sign	 vesMax	 visMax	 coMax	
m2c221r2.htb 30.000 28.000 0.314 0.116 0.072 1.405 1.075 0.800 0.998 -5.575 -2.889 21.475 78.317 16.082 0.596 0.420 0.450 0.038 0.120 0.390 180.000 0.000 0.003 0.359 0.864 -0.348 0.855 -0.372 0.324 
m2c223r2.htb 30.000 36.000 -0.487 0.093 -0.342 1.198 0.988 0.745 4.469 3.448 0.859 30.665 84.173 13.250 0.563 0.516 0.488 0.186 0.736 0.806 180.000 0.000 0.005 0.524 0.837 -0.245 0.815 -0.404 0.281 
m2c226r2.htb 30.000 35.000 0.076 -0.271 -0.103 1.278 0.991 0.900 -0.642 2.733 -1.754 8.066 10.585 8.220 0.599 0.513 0.594 0.032 0.804 0.098 0.000 0.000 0.000 0.000 0.922 0.963 0.920 0.917 0.000 
m2c231r2.htb 30.000 31.000 0.141 -0.379 -0.091 1.186 1.128 0.740 1.945 2.908 4.222 30.714 10.081 21.437 0.590 0.423 0.517 0.090 0.112 0.742 180.000 180.000 0.006 0.000 0.823 -0.951 -0.847 -0.807 0.009 
m2c233r2.htb 30.000 27.000 0.080 -0.082 0.125 0.943 0.967 0.793 10.786 -0.640 -5.776 226.238 27.244 27.498 0.528 0.564 0.502 0.688 0.332 0.960 180.000 180.000 0.219 0.004 -0.454 0.848 0.772 -0.250 0.516 
m2c236r2.htb 30.000 40.000 0.392 0.247 0.158 1.040 0.953 0.746 -0.085 18.301 4.309 18.342 78.406 34.283 0.629 0.407 0.462 0.002 0.056 0.514 0.000 0.000 0.001 0.489 -0.893 -0.266 -0.670 0.250 0.516 
m2c237r2.htb 30.000 44.000 -0.200 -0.264 -0.405 1.107 0.992 1.046 2.524 -0.439 -0.883 33.907 6.842 6.196 0.559 0.567 0.608 0.202 0.098 0.016 0.000 0.000 0.036 0.000 -0.699 -0.980 -0.977 0.642 0.062 
m2c240r2.htb 30.000 37.000 0.436 0.184 0.202 1.120 1.052 0.830 4.998 -1.753 -0.429 67.974 20.969 24.528 0.499 0.697 0.631 0.980 0.000 0.010 0.000 0.000 0.280 0.000 -0.405 -0.957 -0.899 0.434 0.243 
m2c241r2.htb 30.000 20.000 0.227 -0.675 0.144 1.160 0.951 0.946 -9.334 10.111 -3.155 87.533 19.739 38.056 0.524 0.599 0.603 0.726 0.214 0.168 0.000 0.000 0.103 0.006 -0.578 -0.823 -0.720 0.480 0.191 
m2c242r2.htb 30.000 25.000 0.200 -0.118 0.511 0.955 0.988 0.912 -0.049 -0.262 -0.655 7.356 12.330 7.334 0.599 0.357 0.611 0.154 0.036 0.062 0.000 0.000 0.000 0.021 -0.981 -0.746 -0.946 0.819 0.007 
m2c244r2.htb 30.000 18.000 -0.018 0.411 0.400 1.820 0.955 0.729 2.153 60.975 23.500 44.263 141.085 300.000 0.656 0.313 0.681 0.012 0.052 0.232 180.000 180.000 0.188 0.328 0.483 -0.369 -0.152 -0.645 0.061 
m2c247r2.htb 30.000 18.000 0.475 -0.584 0.231 1.519 0.885 0.690 11.268 -0.077 1.000 79.993 4.615 7.828 0.537 0.690 0.539 0.606 0.058 0.644 0.000 0.000 0.043 0.000 -0.639 -0.932 -0.896 0.720 0.029 
