FILE	         Spon	 HTIve	 HTIvi	 VesP	 VisP	 VesPre	 VisPre	 VesSlo	 Vis
m5c468r1.htb 67.574 89.439 86.139 79.208 79.538 97.360 80.198 82.178 80.198 80.198 86.799 3.593 10.097 11.652 16.895 10.988 11.778 8.517 6.679 14.568 12.608 87.459 94.719 116.502 115.842 102.228 98.680 75.248 72.937 78.218 81.188 7.743 8.641 12.254 9.155 6.676 6.907 5.557 2.829 12.445 9.155 
m5c469r1.htb 48.267 56.766 60.066 55.693 61.056 53.135 55.776 56.436 60.149 55.116 56.931 7.350 7.676 4.534 10.167 4.214 11.104 4.537 5.892 8.091 6.642 64.026 61.056 79.538 66.997 80.198 67.327 52.475 56.106 58.086 59.736 3.300 2.640 6.004 3.349 6.050 4.465 6.493 2.578 8.485 0.873 
m5c470r1.htb 66.089 70.957 66.337 64.026 62.376 71.947 71.947 81.518 65.347 73.267 71.617 8.054 4.259 5.659 3.052 18.607 9.137 7.807 8.488 5.286 2.021 81.848 86.799 98.680 98.020 88.449 81.188 69.967 69.967 52.145 65.347 9.029 17.039 6.617 3.208 11.383 6.679 11.929 9.323 20.439 4.259 
m5c472r1.htb 42.244 57.426 57.426 55.116 52.145 63.366 60.396 82.508 50.165 57.096 53.135 12.833 14.467 23.329 2.829 18.668 18.563 18.554 7.185 9.323 12.072 103.630 101.980 148.185 124.092 109.571 82.838 58.086 45.875 49.835 84.818 19.806 19.186 9.505 18.803 11.554 2.651 18.421 10.717 4.967 13.814 
m5c473r1.htb 34.901 71.947 59.406 48.845 56.766 69.967 53.795 70.957 64.026 74.917 64.356 3.234 19.250 7.680 13.141 12.333 7.712 8.054 19.682 12.954 15.764 86.799 114.521 126.073 128.713 146.535 116.832 63.696 53.135 68.977 75.000 11.596 22.969 17.799 15.826 10.455 11.003 9.402 11.596 2.829 12.607 
m5c474r1.htb 92.409 134.983 113.201 111.221 106.271 111.551 122.112 91.749 127.723 110.891 119.472 12.052 16.349 28.750 16.938 17.039 0.404 28.147 11.943 28.109 7.551 120.462 145.215 146.865 130.033 162.046 157.426 123.102 102.310 104.950 131.683 18.045 29.515 34.243 26.506 8.054 7.890 18.045 18.920 12.966 12.737 
m5c476r1.htb 46.535 71.617 74.587 74.917 61.056 62.376 65.677 65.347 78.878 62.046 73.267 8.469 11.743 12.452 9.137 5.145 12.763 3.705 1.069 6.617 5.601 72.937 68.317 73.597 76.898 88.779 101.650 77.558 77.475 81.518 68.647 4.662 3.208 2.651 10.943 11.253 8.865 2.651 8.505 3.524 2.021 
m5c477r1.htb 47.030 77.888 62.706 68.647 69.967 66.997 74.587 83.168 70.627 75.908 57.426 14.147 5.255 6.275 5.659 1.617 3.856 4.901 3.454 4.917 2.100 78.218 77.888 95.380 95.050 98.350 107.591 102.640 91.419 76.568 85.479 7.105 6.654 9.557 4.901 7.354 3.454 2.829 12.763 11.077 5.659 
m5c478r1.htb 55.116 80.858 75.908 74.917 70.297 71.617 74.917 93.399 84.488 89.769 82.178 5.659 4.501 2.251 5.982 12.254 11.805 9.110 15.597 18.607 9.101 91.089 96.040 97.030 92.739 119.142 102.310 108.581 95.050 87.789 93.069 8.603 5.468 8.488 2.139 12.954 4.967 13.234 7.309 5.830 3.705 
m5c480r1.htb 50.495 73.267 69.637 59.736 62.376 70.627 68.977 67.987 68.317 57.096 75.578 6.103 17.605 10.763 9.155 8.084 11.909 10.694 7.409 10.202 8.865 51.155 60.726 78.548 86.139 128.713 144.554 90.099 67.657 55.776 44.884 5.615 12.705 11.909 9.419 18.838 9.101 6.103 6.727 5.871 2.139 
m5c481r1.htb 64.356 119.142 121.782 115.842 111.221 95.380 120.462 107.591 119.472 90.759 104.290 18.261 18.563 12.386 21.262 22.905 42.726 15.487 20.222 1.617 17.507 61.056 63.036 64.026 103.960 129.373 171.287 167.987 144.884 109.901 80.528 13.832 9.454 11.596 8.938 16.123 20.399 11.383 22.905 19.452 6.907 
m5c484r1.htb 45.215 122.772 109.241 82.838 71.617 85.479 85.479 116.502 113.201 95.050 106.931 6.752 14.025 16.123 5.347 17.840 15.754 16.183 13.400 14.055 22.128 72.277 66.667 84.818 80.858 134.983 140.264 153.135 133.993 117.162 67.327 5.049 12.724 14.574 22.538 7.013 14.025 24.477 13.455 9.810 6.223 
m5c483r1.htb 50.495 125.743 96.370 79.868 68.647 64.356 81.518 107.261 99.670 82.178 84.488 15.402 11.318 10.625 6.036 6.895 9.835 4.917 13.104 6.103 8.754 48.845 61.386 47.525 69.967 129.373 133.663 129.373 131.353 89.769 58.416 3.593 8.517 9.926 5.954 16.424 13.412 21.193 0.808 8.175 10.313 
m5c485r1.htb 29.373 77.888 53.795 54.125 38.614 49.505 38.284 34.983 37.294 44.554 58.746 7.680 3.856 13.903 0.700 8.488 8.440 6.907 6.036 8.074 13.509 31.023 31.023 19.802 37.954 83.168 110.231 93.399 96.370 76.568 37.294 6.727 7.486 3.501 5.065 8.488 2.021 16.424 12.173 19.620 4.967 
m5c488r1.htb 65.677 112.541 125.083 100.000 87.129 94.059 105.941 108.251 108.911 102.970 108.251 7.287 2.251 1.400 18.942 7.376 12.126 2.651 16.148 21.362 16.513 73.597 56.436 67.657 60.066 119.142 119.142 110.891 109.901 95.380 80.528 10.129 9.926 12.452 8.893 4.102 16.424 7.952 8.488 11.383 6.275 
m5c487r1.htb 57.756 154.785 152.145 117.162 98.350 101.320 102.970 118.152 114.521 98.350 112.211 5.659 19.856 2.651 3.157 14.972 11.525 13.600 15.970 8.920 0.404 56.436 59.076 57.756 79.538 133.993 103.960 108.581 112.871 109.241 83.498 5.049 9.029 7.354 6.353 11.077 6.103 17.154 18.799 21.308 11.318 
m5c489r1.htb 81.188 159.406 125.083 131.683 126.073 110.561 91.089 132.343 142.904 98.020 134.983 9.801 1.069 35.089 10.899 2.459 8.517 27.018 15.216 6.223 23.011 90.429 78.218 82.178 117.822 152.145 158.746 146.205 154.455 148.515 88.779 9.137 11.461 27.006 17.034 6.353 14.840 7.712 3.208 15.355 3.309 
m5c491r1.htb 44.554 80.528 70.627 66.007 71.287 81.848 71.287 79.538 89.439 91.419 72.277 1.320 3.806 6.601 3.748 15.019 1.980 8.369 8.751 6.625 2.334 63.366 67.987 64.851 71.947 72.525 87.376 103.630 103.630 86.469 67.079 3.025 11.236 6.883 12.225 8.183 9.163 7.719 10.070 4.214 14.784 
m5c492r1.htb 61.056 127.723 107.261 100.660 103.300 92.409 105.941 116.502 152.145 135.314 109.901 12.146 1.069 9.402 13.216 15.086 5.557 15.424 19.113 12.991 20.804 117.162 94.719 107.591 100.990 131.023 152.805 165.677 177.723 140.594 125.743 11.383 15.785 12.452 8.575 11.077 17.296 13.761 21.883 16.041 15.764 
m5c493r1.htb 98.267 117.162 120.132 100.990 111.221 113.201 108.911 116.502 104.950 121.452 114.191 9.137 15.360 12.852 3.981 10.717 5.286 10.129 9.701 8.175 11.596 144.224 144.884 157.756 126.073 177.888 211.881 223.102 217.162 193.399 169.307 30.407 15.216 14.285 26.020 12.173 18.523 12.052 13.761 7.680 11.114 
m5c495r1.htb 79.455 111.881 83.168 75.908 87.129 94.719 83.663 100.990 91.749 102.310 91.089 19.515 14.818 8.175 0.700 2.459 9.591 15.258 9.810 21.434 9.101 130.033 150.495 137.294 130.033 111.881 113.861 113.201 85.479 83.828 111.551 2.829 8.744 13.234 12.452 9.262 6.752 5.347 12.705 3.309 5.438 
m5c496r1.htb 56.188 88.366 110.231 67.327 77.558 76.980 69.307 89.769 69.967 77.228 87.624 6.913 16.342 4.501 6.576 6.541 11.603 10.623 4.794 8.984 9.906 130.941 128.383 143.234 107.178 80.198 76.980 91.419 80.858 79.538 105.281 11.436 2.164 8.600 9.512 5.453 5.057 10.730 5.493 2.933 2.380 
